소재지(시군구)별,문화시설별,항목,단위,2020 년
부천시,박물관,면적,㎡,
부천시,미술관,시설수,개,
부천시,미술관,면적,㎡,
부천시,과학관,시설수,개,
부천시,과학관,면적,㎡,
부천시,문화산업단지,시설수,개,
부천시,문화산업단지,면적,㎡,
부천시,문화산업진흥시설,시설수,개,
부천시,문화산업진흥시설,면적,㎡,
부천시,지방문화원,시설수,개,
부천시,지방문화원,면적,㎡,
부천시,문화예술진흥시설,시설수,개,4
부천시,문화예술진흥시설,면적,㎡,65176
부천시,전시시설,시설수,개,
부천시,전시시설,면적,㎡,
부천시,국제회의시설,시설수,개,
부천시,국제회의시설,면적,㎡,
부천시,공공도서관,시설수,개,
부천시,공공도서관,면적,㎡,
부천시,전문도서관,시설수,개,
부천시,전문도서관,면적,㎡,
광명시,계,시설수,개,9
광명시,계,면적,㎡,36246
광명시,공연장,시설수,개,
광명시,공연장,면적,㎡,
광명시,박물관,시설수,개,
광명시,박물관,면적,㎡,
광명시,미술관,시설수,개,
광명시,미술관,면적,㎡,
광명시,과학관,시설수,개,1
광명시,과학관,면적,㎡,15196
광명시,문화산업단지,시설수,개,
광명시,문화산업단지,면적,㎡,
광명시,문화산업진흥시설,시설수,개,
광명시,문화산업진흥시설,면적,㎡,
광명시,지방문화원,시설수,개,
광명시,지방문화원,면적,㎡,
광명시,문화예술진흥시설,시설수,개,7
광명시,문화예술진흥시설,면적,㎡,16023
광명시,전시시설,시설수,개,
광명시,전시시설,면적,㎡,
광명시,국제회의시설,시설수,개,
광명시,국제회의시설,면적,㎡,
광명시,공공도서관,시설수,개,1
광명시,공공도서관,면적,㎡,5027
광명시,전문도서관,시설수,개,
광명시,전문도서관,면적,㎡,
평택시,계,시설수,개,9
평택시,계,면적,㎡,75352
평택시,공연장,시설수,개,
평택시,공연장,면적,㎡,
평택시,박물관,시설수,개,
평택시,박물관,면적,㎡,
평택시,미술관,시설수,개,
평택시,미술관,면적,㎡,
평택시,과학관,시설수,개,
평택시,과학관,면적,㎡,
평택시,문화산업단지,시설수,개,
평택시,문화산업단지,면적,㎡,
평택시,문화산업진흥시설,시설수,개,
평택시,문화산업진흥시설,면적,㎡,
평택시,지방문화원,시설수,개,
평택시,지방문화원,면적,㎡,
평택시,문화예술진흥시설,시설수,개,3
평택시,문화예술진흥시설,면적,㎡,29250
평택시,전시시설,시설수,개,
평택시,전시시설,면적,㎡,
평택시,국제회의시설,시설수,개,
평택시,국제회의시설,면적,㎡,
평택시,공공도서관,시설수,개,6
평택시,공공도서관,면적,㎡,46102
평택시,전문도서관,시설수,개,
평택시,전문도서관,면적,㎡,
안산시,계,시설수,개,11
안산시,계,면적,㎡,135712
안산시,공연장,시설수,개,
안산시,공연장,면적,㎡,
안산시,박물관,시설수,개,
안산시,박물관,면적,㎡,
안산시,미술관,시설수,개,
안산시,미술관,면적,㎡,
안산시,과학관,시설수,개,
안산시,과학관,면적,㎡,
안산시,문화산업단지,시설수,개,
안산시,문화산업단지,면적,㎡,
안산시,문화산업진흥시설,시설수,개,
안산시,문화산업진흥시설,면적,㎡,
안산시,지방문화원,시설수,개,
안산시,지방문화원,면적,㎡,
안산시,문화예술진흥시설,시설수,개,5
안산시,문화예술진흥시설,면적,㎡,110200
안산시,전시시설,시설수,개,
안산시,전시시설,면적,㎡,
안산시,국제회의시설,시설수,개,
안산시,국제회의시설,면적,㎡,
안산시,공공도서관,시설수,개,6
안산시,공공도서관,면적,㎡,25512
안산시,전문도서관,시설수,개,
안산시,전문도서관,면적,㎡,
고양시,계,시설수,개,19
고양시,계,면적,㎡,156792
고양시,공연장,시설수,개,
고양시,공연장,면적,㎡,
고양시,박물관,시설수,개,
고양시,박물관,면적,㎡,
고양시,미술관,시설수,개,
고양시,미술관,면적,㎡,
고양시,과학관,시설수,개,1
고양시,과학관,면적,㎡,440
고양시,문화산업단지,시설수,개,
고양시,문화산업단지,면적,㎡,
고양시,문화산업진흥시설,시설수,개,1
고양시,문화산업진흥시설,면적,㎡,4822
고양시,지방문화원,시설수,개,
고양시,지방문화원,면적,㎡,
고양시,문화예술진흥시설,시설수,개,7
고양시,문화예술진흥시설,면적,㎡,121636
고양시,전시시설,시설수,개,
고양시,전시시설,면적,㎡,
고양시,국제회의시설,시설수,개,
고양시,국제회의시설,면적,㎡,
고양시,공공도서관,시설수,개,10
고양시,공공도서관,면적,㎡,29894
고양시,전문도서관,시설수,개,
고양시,전문도서관,면적,㎡,
과천시,계,시설수,개,7
과천시,계,면적,㎡,279308
과천시,공연장,시설수,개,1
과천시,공연장,면적,㎡,243970
과천시,박물관,시설수,개,
과천시,박물관,면적,㎡,
과천시,미술관,시설수,개,
과천시,미술관,면적,㎡,
과천시,과학관,시설수,개,
과천시,과학관,면적,㎡,
과천시,문화산업단지,시설수,개,
과천시,문화산업단지,면적,㎡,
과천시,문화산업진흥시설,시설수,개,
과천시,문화산업진흥시설,면적,㎡,
과천시,지방문화원,시설수,개,
과천시,지방문화원,면적,㎡,
과천시,문화예술진흥시설,시설수,개,4
과천시,문화예술진흥시설,면적,㎡,33313
과천시,전시시설,시설수,개,
과천시,전시시설,면적,㎡,
과천시,국제회의시설,시설수,개,
과천시,국제회의시설,면적,㎡,
과천시,공공도서관,시설수,개,2
과천시,공공도서관,면적,㎡,2025
과천시,전문도서관,시설수,개,
과천시,전문도서관,면적,㎡,
구리시,계,시설수,개,14
구리시,계,면적,㎡,41980
구리시,공연장,시설수,개,
구리시,공연장,면적,㎡,
구리시,박물관,시설수,개,
구리시,박물관,면적,㎡,
구리시,미술관,시설수,개,
구리시,미술관,면적,㎡,
구리시,과학관,시설수,개,
구리시,과학관,면적,㎡,
구리시,문화산업단지,시설수,개,
구리시,문화산업단지,면적,㎡,
구리시,문화산업진흥시설,시설수,개,
구리시,문화산업진흥시설,면적,㎡,
구리시,지방문화원,시설수,개,
구리시,지방문화원,면적,㎡,
구리시,문화예술진흥시설,시설수,개,12
구리시,문화예술진흥시설,면적,㎡,34512
구리시,전시시설,시설수,개,
구리시,전시시설,면적,㎡,
구리시,국제회의시설,시설수,개,
구리시,국제회의시설,면적,㎡,
구리시,공공도서관,시설수,개,2
구리시,공공도서관,면적,㎡,7468
구리시,전문도서관,시설수,개,
구리시,전문도서관,면적,㎡,
남양주시,계,시설수,개,6
남양주시,계,면적,㎡,15660
남양주시,공연장,시설수,개,
남양주시,공연장,면적,㎡,
남양주시,박물관,시설수,개,
남양주시,박물관,면적,㎡,
남양주시,미술관,시설수,개,
남양주시,미술관,면적,㎡,
남양주시,과학관,시설수,개,
남양주시,과학관,면적,㎡,
남양주시,문화산업단지,시설수,개,
남양주시,문화산업단지,면적,㎡,
남양주시,문화산업진흥시설,시설수,개,
남양주시,문화산업진흥시설,면적,㎡,
남양주시,지방문화원,시설수,개,
남양주시,지방문화원,면적,㎡,
남양주시,문화예술진흥시설,시설수,개,1
남양주시,문화예술진흥시설,면적,㎡,7269
남양주시,전시시설,시설수,개,
남양주시,전시시설,면적,㎡,
남양주시,국제회의시설,시설수,개,
남양주시,국제회의시설,면적,㎡,
남양주시,공공도서관,시설수,개,5
남양주시,공공도서관,면적,㎡,8391
남양주시,전문도서관,시설수,개,
남양주시,전문도서관,면적,㎡,
오산시,계,시설수,개,4
오산시,계,면적,㎡,35488
오산시,공연장,시설수,개,
오산시,공연장,면적,㎡,
오산시,박물관,시설수,개,
오산시,박물관,면적,㎡,
오산시,미술관,시설수,개,
오산시,미술관,면적,㎡,
오산시,과학관,시설수,개,
오산시,과학관,면적,㎡,
오산시,문화산업단지,시설수,개,
오산시,문화산업단지,면적,㎡,
오산시,문화산업진흥시설,시설수,개,
오산시,문화산업진흥시설,면적,㎡,
오산시,지방문화원,시설수,개,
오산시,지방문화원,면적,㎡,
오산시,문화예술진흥시설,시설수,개,1
오산시,문화예술진흥시설,면적,㎡,23063
오산시,전시시설,시설수,개,
오산시,전시시설,면적,㎡,
오산시,국제회의시설,시설수,개,
오산시,국제회의시설,면적,㎡,
오산시,공공도서관,시설수,개,3
오산시,공공도서관,면적,㎡,12425
오산시,전문도서관,시설수,개,
오산시,전문도서관,면적,㎡,
시흥시,계,시설수,개,9
시흥시,계,면적,㎡,68858
시흥시,공연장,시설수,개,
시흥시,공연장,면적,㎡,
시흥시,박물관,시설수,개,
시흥시,박물관,면적,㎡,
시흥시,미술관,시설수,개,
시흥시,미술관,면적,㎡,
시흥시,과학관,시설수,개,
시흥시,과학관,면적,㎡,
시흥시,문화산업단지,시설수,개,
시흥시,문화산업단지,면적,㎡,
시흥시,문화산업진흥시설,시설수,개,
시흥시,문화산업진흥시설,면적,㎡,
시흥시,지방문화원,시설수,개,
시흥시,지방문화원,면적,㎡,
시흥시,문화예술진흥시설,시설수,개,4
시흥시,문화예술진흥시설,면적,㎡,49677
시흥시,전시시설,시설수,개,
시흥시,전시시설,면적,㎡,
시흥시,국제회의시설,시설수,개,
시흥시,국제회의시설,면적,㎡,
시흥시,공공도서관,시설수,개,5
시흥시,공공도서관,면적,㎡,19181
시흥시,전문도서관,시설수,개,
시흥시,전문도서관,면적,㎡,
군포시,계,시설수,개,4
군포시,계,면적,㎡,29750
군포시,공연장,시설수,개,
군포시,공연장,면적,㎡,
군포시,박물관,시설수,개,
군포시,박물관,면적,㎡,
군포시,미술관,시설수,개,
군포시,미술관,면적,㎡,
군포시,과학관,시설수,개,
군포시,과학관,면적,㎡,
군포시,문화산업단지,시설수,개,
군포시,문화산업단지,면적,㎡,
군포시,문화산업진흥시설,시설수,개,
군포시,문화산업진흥시설,면적,㎡,
군포시,지방문화원,시설수,개,
군포시,지방문화원,면적,㎡,
군포시,문화예술진흥시설,시설수,개,3
군포시,문화예술진흥시설,면적,㎡,19020
군포시,전시시설,시설수,개,
군포시,전시시설,면적,㎡,
군포시,국제회의시설,시설수,개,
군포시,국제회의시설,면적,㎡,
군포시,공공도서관,시설수,개,1
군포시,공공도서관,면적,㎡,10730
군포시,전문도서관,시설수,개,
군포시,전문도서관,면적,㎡,
의왕시,계,시설수,개,2
의왕시,계,면적,㎡,15602
의왕시,공연장,시설수,개,
의왕시,공연장,면적,㎡,
의왕시,박물관,시설수,개,
의왕시,박물관,면적,㎡,
의왕시,미술관,시설수,개,
의왕시,미술관,면적,㎡,
의왕시,과학관,시설수,개,
의왕시,과학관,면적,㎡,
의왕시,문화산업단지,시설수,개,
의왕시,문화산업단지,면적,㎡,
의왕시,문화산업진흥시설,시설수,개,
의왕시,문화산업진흥시설,면적,㎡,
의왕시,지방문화원,시설수,개,
의왕시,지방문화원,면적,㎡,
의왕시,문화예술진흥시설,시설수,개,1
의왕시,문화예술진흥시설,면적,㎡,10693
의왕시,전시시설,시설수,개,
의왕시,전시시설,면적,㎡,
의왕시,국제회의시설,시설수,개,
의왕시,국제회의시설,면적,㎡,
의왕시,공공도서관,시설수,개,1
의왕시,공공도서관,면적,㎡,4909
의왕시,전문도서관,시설수,개,
의왕시,전문도서관,면적,㎡,
하남시,계,시설수,개,7
하남시,계,면적,㎡,21149
하남시,공연장,시설수,개,
하남시,공연장,면적,㎡,
하남시,박물관,시설수,개,
하남시,박물관,면적,㎡,
하남시,미술관,시설수,개,
하남시,미술관,면적,㎡,
하남시,과학관,시설수,개,
하남시,과학관,면적,㎡,
하남시,문화산업단지,시설수,개,
하남시,문화산업단지,면적,㎡,
하남시,문화산업진흥시설,시설수,개,
하남시,문화산업진흥시설,면적,㎡,
하남시,지방문화원,시설수,개,
하남시,지방문화원,면적,㎡,
하남시,문화예술진흥시설,시설수,개,4
하남시,문화예술진흥시설,면적,㎡,14489
하남시,전시시설,시설수,개,
하남시,전시시설,면적,㎡,
하남시,국제회의시설,시설수,개,
하남시,국제회의시설,면적,㎡,
하남시,공공도서관,시설수,개,3
하남시,공공도서관,면적,㎡,6660
하남시,전문도서관,시설수,개,
하남시,전문도서관,면적,㎡,
용인시,계,시설수,개,8
용인시,계,면적,㎡,33838
용인시,공연장,시설수,개,
용인시,공연장,면적,㎡,
용인시,박물관,시설수,개,
용인시,박물관,면적,㎡,
용인시,미술관,시설수,개,1
용인시,미술관,면적,㎡,6254
용인시,과학관,시설수,개,
용인시,과학관,면적,㎡,
용인시,문화산업단지,시설수,개,1
용인시,문화산업단지,면적,㎡,1521
용인시,문화산업진흥시설,시설수,개,
용인시,문화산업진흥시설,면적,㎡,
용인시,지방문화원,시설수,개,
용인시,지방문화원,면적,㎡,
용인시,문화예술진흥시설,시설수,개,3
용인시,문화예술진흥시설,면적,㎡,14868
용인시,전시시설,시설수,개,
용인시,전시시설,면적,㎡,
용인시,국제회의시설,시설수,개,
